Description,emotion,movie_name,all_movie_names,movie_name_count,genres,mean_rating,median_rating,minimum_rating,maximum_rating,review_count,unique_review_count,genre_list,genre_count,genres_text,description_word_count,description_character_count,log_review_count,log_unique_review_count
"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",joy,Step Up,Step Up,1,"['Music', 'Drama', 'Romance', 'Crime']",7.2105263157894735,8.0,3.0,10.0,19,19,"['Music', 'Drama', 'Romance', 'Crime']",4,music drama romance crime,31,184,2.995732273553991,2.995732273553991
Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,joy,Step Up 2: The Streets,Step Up 2: The Streets,1,"['Music', 'Drama', 'Romance']",6.857142857142857,7.0,2.0,10.0,21,21,"['Music', 'Drama', 'Romance']",3,music drama romance,17,111,3.091042453358316,3.091042453358316
"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",joy,Step Up All In,Step Up All In,1,"['Romance', 'Drama', 'Music']",6.0588235294117645,6.0,2.0,10.0,17,17,"['Romance', 'Drama', 'Music']",3,romance drama music,25,160,2.8903717578961645,2.8903717578961645
A love story about a young composer and a famous singer who last her memory.,joy,Storm,Storm,1,"['Drama', 'Foreign', 'Mystery', 'Thriller']",3.7142857142857144,4.0,2.0,7.0,14,7,"['Drama', 'Foreign', 'Mystery', 'Thriller']",4,drama foreign mystery thriller,15,76,2.70805020110221,2.0794415416798357
Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,joy,Student of the Year,Student of the Year,1,"['Comedy', 'Drama', 'Music']",6.0,5.5,3.0,9.0,12,12,"['Comedy', 'Drama', 'Music']",3,comedy drama music,18,112,2.5649493574615367,2.5649493574615367
Larry Baker is a young fireman whose daring exploits have led him to receiving a lot of newspaper publicity which goes to his head.,joy,Suicide Squad,Suicide Squad,1,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",5.4,5.5,2.0,10.0,20,20,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Science Fiction']",5,action adventure crime fantasy science_fiction,24,131,3.044522437723423,3.044522437723423
A neighborhood rock band gets a job playing at a summer camp.,joy,Summer Love,Summer Love,1,"['TV Movie', 'Romance']",5.0,5.0,2.0,8.0,7,7,"['TV Movie', 'Romance']",2,tv_movie romance,12,61,2.0794415416798357,2.0794415416798357
SUMMER BECOMES AN UNFORGETTABLE SEASON FOR FOUR YOUNGSTERS WHO EXPERIENCE TRUE LOVE FOR THE FIRST TIME.,joy,Summer Love,Summer Love,1,"['TV Movie', 'Romance']",5.0,5.0,2.0,8.0,7,7,"['TV Movie', 'Romance']",2,tv_movie romance,16,103,2.0794415416798357,2.0794415416798357
"A young woman from New York City is set to be married. She goes home to visit her parents in Sun Valley to plan the wedding. While there, she discovers the rich history. All while falling in and out of love.",joy,Sunshine,Sunshine,1,"['Drama', 'History']",6.666666666666667,8.0,2.0,9.0,30,15,"['Drama', 'History']",2,drama history,41,207,3.4339872044851463,2.772588722239781
"Two Indonesian students in the U.S. are brought together by a party. That night they make a pact - one day they will write a book, a science fiction romance titled ""The Tale of the Knight, the Princess, and the Shooting Star"".",joy,Supernova,Supernova,1,"['Horror', 'Science Fiction', 'Thriller']",1.9166666666666667,1.0,1.0,6.0,48,24,"['Horror', 'Science Fiction', 'Thriller']",3,horror science_fiction thriller,42,226,3.8918202981106265,3.2188758248682006
"A nerdy Catholic schoolgirl, Mary Katherine Gallagher, dreams of superstardom.",joy,Superstar,Superstar,1,"['Comedy', 'Family']",5.8,7.0,3.0,9.0,10,5,"['Comedy', 'Family']",2,comedy family,10,78,2.3978952727983707,1.791759469228055
An aspiring actress falls in love with a big movie star.,joy,Superstar,Superstar,1,"['Comedy', 'Family']",5.8,7.0,3.0,9.0,10,5,"['Comedy', 'Family']",2,comedy family,11,56,2.3978952727983707,1.791759469228055
"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",joy,Tangled,Tangled,1,"['Animation', 'Family']",8.590909090909092,10.0,2.0,10.0,44,22,"['Animation', 'Family']",2,animation family,38,202,3.8066624897703196,3.1354942159291497
"A Playful Sex Comedy About a Couple Looking to Spice Up Their Sex Life. Written and Directed by Thomas G. Waites From Movie Classics Including ""The Thing.""",joy,Target,Target,1,[],2.642857142857143,1.0,1.0,8.0,42,14,[],0,unknown_genre,27,155,3.7612001156935624,2.70805020110221
"Daphne's life is peaceful. She has solid marriage with a successful lawyer, two charming children and a nice local bookshop. Recently her father passed away and left her a good deal of ...                See full summary »",joy,Temptation,Temptation,1,['Drama'],6.0,6.0,4.0,8.0,3,3,['Drama'],1,drama,37,222,1.3862943611198906,1.3862943611198906
"The true love between a couple in 1910, 1960 and 2012. Their love is so strong that even destiny wants to bring them together.",joy,Teri Meri Kahaani,Teri Meri Kahaani,1,"['Comedy', 'Drama', 'Romance', 'Foreign']",6.111111111111111,5.0,3.0,10.0,9,9,"['Comedy', 'Drama', 'Romance', 'Foreign']",4,comedy drama romance foreign,24,126,2.302585092994046,2.302585092994046
"Young Kenneth Jamieson's millionaire father, fed up with his son's wild escapades, sends him to stay on a chicken farm in the small village of Dedham. On the day he arrives there pretty ...                See full summary »",joy,Thank You,Thank You,1,"['Drama', 'Comedy', 'Romance', 'Foreign']",4.9375,4.5,2.0,10.0,16,16,"['Drama', 'Comedy', 'Romance', 'Foreign']",4,drama comedy romance foreign,38,223,2.833213344056216,2.833213344056216
A Southern California coed parties with her roommates and flirts with a surfer next door.,joy,The Allnighter,The Allnighter,1,"['Comedy', 'Romance']",4.888888888888889,5.0,4.0,6.0,9,9,"['Comedy', 'Romance']",2,comedy romance,15,89,2.302585092994046,2.302585092994046
"In Alsace just before the World War, beautiful, virtuous peasant Marie Ducrot, who falls in love with Count Karl von Hagen--a lieutenant in the German Army--is seen visiting Karl in his ...                See full summary »",joy,The Awakening,The Awakening,1,['Horror'],4.454545454545454,5.0,2.0,6.0,22,11,['Horror'],1,horror,36,223,3.1354942159291497,2.4849066497880004
"On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise.",joy,The Beach,The Beach,1,"['Drama', 'Adventure', 'Romance', 'Thriller']",7.384615384615385,8.0,4.0,10.0,26,13,"['Drama', 'Adventure', 'Romance', 'Thriller']",4,drama adventure romance thriller,17,96,3.295836866004329,2.6390573296152584
An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,joy,The Best of Youth,The Best of Youth,1,['Drama'],5.333333333333333,6.0,2.0,9.0,9,9,['Drama'],1,drama,16,83,2.302585092994046,2.302585092994046
"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific and fall in love while growing up together.",joy,The Blue Lagoon,The Blue Lagoon,1,"['Romance', 'Adventure', 'Drama']",7.0,8.0,2.0,10.0,30,15,"['Romance', 'Adventure', 'Drama']",3,romance adventure drama,24,139,3.4339872044851463,2.772588722239781
"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.",joy,The Child,The Child,1,"['Romance', 'Drama']",4.714285714285714,5.0,4.0,5.0,28,7,"['Romance', 'Drama']",2,romance drama,26,139,3.367295829986474,2.0794415416798357
A young man from the suburbs with no mountaineering experience decides to climb Mt Everest to show a woman he'd do anything for her.,joy,The Climb,The Climb,1,['Action'],8.375,9.0,7.0,9.0,8,8,['Action'],1,action,24,132,2.1972245773362196,2.1972245773362196
A poetic road trip through Pulitzer prize-winning CK Williams' life.,joy,The Color of Time,The Color of Time,1,"['Drama', 'Romance']",5.0,5.0,4.0,6.0,5,5,"['Drama', 'Romance']",2,drama romance,10,68,1.791759469228055,1.791759469228055
A young ballet dancer is poised to become the principal performer in a group of ballet dancers.,joy,The Company,The Company,1,['Drama'],8.5,8.5,8.0,9.0,4,4,['Drama'],1,drama,17,95,1.6094379124341003,1.6094379124341003
Mongol chief Temujin battles against Tartar armies and for the love of the Tartar princess Bortai. Temujin becomes the emperor Genghis Khan.,joy,The Conqueror,The Conqueror,1,"['Action', 'Adventure']",3.2,1.0,1.0,10.0,15,15,"['Action', 'Adventure']",2,action adventure,22,140,2.772588722239781,2.772588722239781
"A modern re-imagining of the beloved character, The Crow, based on the original graphic novel by James O'Barr.",joy,The Crow,The Crow,1,"['Fantasy', 'Action', 'Thriller']",4.0,3.0,2.0,9.0,10,10,"['Fantasy', 'Action', 'Thriller']",3,fantasy action thriller,18,110,2.3978952727983707,2.3978952727983707
"Brooke Travers, a young society man of a roving disposition and much leisure, gets into a cab with his valet and his trunks, to go to his yacht for a cruise. Arriving at the pier, the ...                See full summary »",joy,The Dictator,The Dictator,1,['Comedy'],7.833333333333333,7.5,4.0,10.0,12,12,['Comedy'],1,comedy,41,221,2.5649493574615367,2.5649493574615367
"Gene has the world - he's a successful entrepreneur, beautiful home, beautiful car, everything he could ask for except for one thing. Then he meets Gilda and the two fall in love and marry....                See full summary »",joy,The Factory,The Factory,1,"['Crime', 'Thriller', 'Mystery']",4.75,5.0,3.0,6.0,8,8,"['Crime', 'Thriller', 'Mystery']",3,crime thriller mystery,38,226,2.1972245773362196,2.1972245773362196
"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller.",joy,The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas,1,"['Science Fiction', 'Comedy', 'Family', 'Romance']",4.739130434782608,4.0,1.0,10.0,23,23,"['Science Fiction', 'Comedy', 'Family', 'Romance']",4,science_fiction comedy family romance,29,177,3.1780538303479458,3.1780538303479458
A Brazilian princess tries to save the rain forests by introducing the world to the electrifying exotic lambada.,joy,The Forbidden Dance,The Forbidden Dance,1,[],4.875,6.0,1.0,10.0,8,8,[],0,unknown_genre,18,112,2.1972245773362196,2.1972245773362196
The most sought after woman in Hollywood inconveniently falls in love at the pinnacle of her career. She attempts to live a double life between her new lover and her famous colleagues. Love or career?,joy,The Gift,The Gift,1,"['Horror', 'Drama', 'Thriller', 'Mystery']",6.222222222222222,6.5,2.0,10.0,54,18,"['Horror', 'Drama', 'Thriller', 'Mystery']",4,horror drama thriller mystery,35,200,4.007333185232471,2.9444389791664403
A teenager's dreams come true when a former porn star moves in next door and they fall in love.,joy,The Girl Next Door,The Girl Next Door,1,['Comedy'],9.214285714285714,10.0,7.0,10.0,42,14,['Comedy'],1,comedy,19,95,3.7612001156935624,2.70805020110221
"Middle-aged married journalist goes to the beach resort of Búzios, in Brazil, to write a book. Gradually, he falls in love with his neighbor's daughter, a beautiful teenager much younger than he, ignoring the social implications.",joy,The Girl Next Door,The Girl Next Door,1,['Comedy'],9.214285714285714,10.0,7.0,10.0,42,14,['Comedy'],1,comedy,36,229,3.7612001156935624,2.70805020110221
"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",joy,The Gold Rush,The Gold Rush,1,"['Adventure', 'Comedy', 'Drama']",6.2,6.0,3.0,9.0,10,10,"['Adventure', 'Comedy', 'Drama']",3,adventure comedy drama,29,144,2.3978952727983707,2.3978952727983707
"Zhang, a shy tailor's assistant, is riveted by his imperious client Miss Hua. Upon meeting her, she seduces him to make sure he will truly remember her when designing her garments, and a rapport soon develops between the two.",joy,The Hand,The Hand,1,"['Drama', 'Horror', 'Thriller']",4.0,4.0,4.0,4.0,6,3,"['Drama', 'Horror', 'Thriller']",3,drama horror thriller,39,225,1.9459101490553132,1.3862943611198906
"Embittered, ambitious Helen Chernen sees an opportunity to escape her drab small-town life by becoming a 'stage mother' to her musically-talented younger sister.",joy,The Hard Way,The Hard Way,1,"['Action', 'Comedy', 'Crime']",4.357142857142857,3.0,2.0,9.0,28,14,"['Action', 'Comedy', 'Crime']",3,action comedy crime,23,161,3.367295829986474,2.70805020110221
A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,joy,The Heartbreak Kid,The Heartbreak Kid,1,"['Comedy', 'Romance']",5.842105263157895,6.0,2.0,10.0,38,19,"['Comedy', 'Romance']",2,comedy romance,20,116,3.6635616461296463,2.995732273553991
Live-action adaptation of Disney's animated musical version of 'The Hunchback of Notre Dame'.,joy,The Hunchback of Notre Dame,The Hunchback of Notre Dame,1,"['Drama', 'Animation', 'Family']",7.473684210526316,9.0,2.0,10.0,76,19,"['Drama', 'Animation', 'Family']",3,drama animation family,13,93,4.343805421853684,2.995732273553991
"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.",joy,The Jungle Book,The Jungle Book,1,"['Adventure', 'Drama', 'Family']",8.181818181818182,9.0,2.0,10.0,66,22,"['Adventure', 'Drama', 'Family']",3,adventure drama family,22,128,4.204692619390966,3.1354942159291497
"Set in 1860s Bangkok, the musical tells the story of the unconventional relationship that develops between the King of Siam and Anna, a British schoolteacher whom the King brings to teach his many wives and children.",joy,The King and I,The King and I,1,"['Animation', 'Drama', 'Family']",7.545454545454546,8.0,2.0,10.0,22,11,"['Animation', 'Drama', 'Family']",3,animation drama family,36,216,3.1354942159291497,2.4849066497880004
"Jason Robert Brown's Drama Desk Award winning musical, The Last Five Years, is an emotionally powerful and intimate show about two New Yorkers who fall in and out of love over the course of five years.",joy,The Last Five Years,The Last Five Years,1,"['Comedy', 'Drama', 'Music', 'Romance']",5.857142857142857,5.0,3.0,9.0,14,14,"['Comedy', 'Drama', 'Music', 'Romance']",4,comedy drama music romance,36,201,2.70805020110221,2.70805020110221
"The story of an adult male who, after the successful removal of a benign tumor resting against his pituitary gland, experiences all the changes and effects of puberty over a three-week period.",joy,The Late Bloomer,The Late Bloomer,1,"['Comedy', 'Drama', 'Romance']",5.428571428571429,6.0,3.0,9.0,7,7,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,32,192,2.0794415416798357,2.0794415416798357
Two best friends devise a list to find their perfect soulmates.,joy,The List,The List,1,['Thriller'],6.041666666666667,8.5,1.0,10.0,24,24,['Thriller'],1,thriller,11,63,3.2188758248682006,3.2188758248682006
A young mermaid gives up her life in the sea to love a human prince.,joy,The Little Mermaid,The Little Mermaid,1,"['Animation', 'Family']",7.071428571428571,7.0,2.0,10.0,28,14,"['Animation', 'Family']",2,animation family,15,68,3.367295829986474,2.70805020110221
"A young mermaid makes a deal with a sea witch, to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.",joy,The Little Mermaid,The Little Mermaid,1,"['Animation', 'Family']",7.071428571428571,7.0,2.0,10.0,28,14,"['Animation', 'Family']",2,animation family,30,154,3.367295829986474,2.70805020110221
A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.,joy,The Little Mermaid,The Little Mermaid,1,"['Animation', 'Family']",7.071428571428571,7.0,2.0,10.0,28,14,"['Animation', 'Family']",2,animation family,20,119,3.367295829986474,2.70805020110221
"As the story opens, a busful of tourists are touring Copenhagen. Their guide draws their attention to the beautiful statue at Langelinie. At that, the film's focus moves below the waterline, where several fish tell the story of ...",joy,The Little Mermaid,The Little Mermaid,1,"['Animation', 'Family']",7.071428571428571,7.0,2.0,10.0,28,14,"['Animation', 'Family']",2,animation family,39,231,3.367295829986474,2.70805020110221
"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",joy,The Lizzie McGuire Movie,The Lizzie McGuire Movie,1,"['Family', 'Comedy']",7.5,8.0,2.0,10.0,14,14,"['Family', 'Comedy']",2,family comedy,33,181,2.70805020110221,2.70805020110221
"An epic, sweeping and riveting tale of an impossible love set across two time periods and continents.",joy,The Lovers,The Lovers,1,"['Romance', 'Drama']",5.0,5.0,3.0,7.0,20,5,"['Romance', 'Drama']",2,romance drama,17,101,3.044522437723423,1.791759469228055
"Debra Winger and Tracy Letts play a long-married, dispassionate couple who are both in the midst of serious affairs. But on the brink of calling it quits, a spark between them suddenly reignites, leading them into an impulsive romance.",joy,The Lovers,The Lovers,1,"['Romance', 'Drama']",5.0,5.0,3.0,7.0,20,5,"['Romance', 'Drama']",2,romance drama,39,235,3.044522437723423,1.791759469228055
"Glory Frayne, a cabaret dancer, is in love with Red Lucas, a prizefighter whose opponent, Johnnie Regan, she meets accidentally when he comes to her cabaret performance. When Johnnie is ...                See full summary »",joy,The Main Event,The Main Event,1,"['Comedy', 'Romance']",4.8125,4.5,2.0,9.0,16,16,"['Comedy', 'Romance']",2,comedy romance,35,223,2.833213344056216,2.833213344056216
Two brothers who have just graduated from college inherit a bikini store from their aunt.,joy,The Malibu Bikini Shop,The Malibu Bikini Shop,1,['Comedy'],4.875,5.0,4.0,6.0,8,8,['Comedy'],1,comedy,15,89,2.1972245773362196,2.1972245773362196
"An immigrant in San Francisco brings Indian magic with her through spices. To keep the magic, she must never leave the spice store or touch another's skin. One day, a handsome architect bachelor enters her store.",joy,The Mistress of Spices,The Mistress of Spices,1,"['Drama', 'Romance']",4.0,4.0,4.0,4.0,2,2,"['Drama', 'Romance']",2,drama romance,36,212,1.0986122886681098,1.0986122886681098
"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.",joy,The New World,The New World,1,"['Drama', 'History', 'Romance']",8.916666666666666,10.0,2.0,10.0,12,12,"['Drama', 'History', 'Romance']",3,drama history romance,17,100,2.5649493574615367,2.5649493574615367
A geeky professor develops a serum that transforms him into a handsome womanizer.,joy,The Nutty Professor,The Nutty Professor,1,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",7.076923076923077,8.0,3.0,10.0,26,13,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",4,fantasy comedy romance science_fiction,13,81,3.295836866004329,2.6390573296152584
"A timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.",joy,The Nutty Professor,The Nutty Professor,1,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",7.076923076923077,8.0,3.0,10.0,26,13,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",4,fantasy comedy romance science_fiction,39,236,3.295836866004329,2.6390573296152584
Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,joy,The Nutty Professor,The Nutty Professor,1,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",7.076923076923077,8.0,3.0,10.0,26,13,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",4,fantasy comedy romance science_fiction,21,139,3.295836866004329,2.6390573296152584
A Canadian man works as a stagehand in Toronto and falls in love with a Chinese singer of the visiting Peking Opera.,joy,The Offering,The Offering,1,"['Mystery', 'Thriller', 'Horror']",3.090909090909091,1.0,1.0,10.0,11,11,"['Mystery', 'Thriller', 'Horror']",3,mystery thriller horror,22,116,2.4849066497880004,2.4849066497880004
Priscilla Chase is a woman who has never had an orgasm.,joy,The Oh in Ohio,The Oh in Ohio,1,"['Comedy', 'Drama', 'Romance']",4.0,4.0,3.0,6.0,5,5,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,11,55,1.791759469228055,1.791759469228055
"A quick witted, edgy romantic dramedy about a young successful Manhattan investment banker living the charmed life about to marry the woman of his dreams who, a month before his wedding, ...                See full summary »",joy,The One,The One,1,"['Action', 'Science Fiction', 'Thriller']",7.809523809523809,8.0,3.0,10.0,63,21,"['Action', 'Science Fiction', 'Thriller']",3,action science_fiction thriller,36,224,4.1588830833596715,3.091042453358316
When English Mark surprises his American bride Holly with her dream honeymoon to Portugal she cant believe her luck. Mark goes to great trouble to organise everything for her. They arrive ...                See full summary »,joy,The Other Half,The Other Half,1,"['Drama', 'Romance']",5.0,5.0,5.0,5.0,1,1,"['Drama', 'Romance']",2,drama romance,36,225,0.6931471805599453,0.6931471805599453
A controversial osteopath sets out to cure the daughter of a famous surgeon - and falls in love with her in the process.,joy,The Outsider,The Outsider,1,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",4.7,4.5,2.0,7.0,40,10,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,action crime drama mystery thriller,23,120,3.713572066704308,2.3978952727983707
"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",joy,The Parent Trap,The Parent Trap,1,"['Comedy', 'Family']",6.466666666666667,6.0,2.0,10.0,30,15,"['Comedy', 'Family']",2,comedy family,38,220,3.4339872044851463,2.772588722239781
"To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.",joy,The Perfect Date,The Perfect Date,1,"['Comedy', 'Romance']",6.619047619047619,7.0,3.0,10.0,21,21,"['Comedy', 'Romance']",2,comedy romance,24,136,3.091042453358316,3.091042453358316
"George Lam is a famous conductor, Maggie Cheung an auto-mechanic; he rides a portable bicycle, she a motorcycle.",joy,The Perfect Match,The Perfect Match,1,"['Comedy', 'Romance']",5.222222222222222,5.0,2.0,9.0,9,9,"['Comedy', 'Romance']",2,comedy romance,18,112,2.302585092994046,2.302585092994046
"Zhuai is a popular handsome and capable white collar. He is uninhibited, flexible in the hedonistic modern time. Zhuai and his friend Mo play in nightclub every day, learn a lot of pretty ...                See full summary »",joy,The Perfect Match,The Perfect Match,1,"['Comedy', 'Romance']",5.222222222222222,5.0,2.0,9.0,9,9,"['Comedy', 'Romance']",2,comedy romance,38,225,2.302585092994046,2.302585092994046
"Jean and her sister, played by Macha Grenon, have a life long infatuation with the Japanese Pianist who once lived across the street from them during their high school years. The film is ...                See full summary »",joy,The Pianist,The Pianist,1,"['Drama', 'War']",7.0,8.0,3.0,9.0,5,5,"['Drama', 'War']",2,drama war,38,224,1.791759469228055,1.791759469228055
"A group of carefree high school seniors are having the time of their lives, filled with sex, romance, and teen high jinks.",joy,The Pom Pom Girls,The Pom Pom Girls,1,['Comedy'],5.0,5.0,4.0,6.0,4,4,['Comedy'],1,comedy,22,122,1.6094379124341003,1.6094379124341003
"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.",joy,The Princess Diaries,The Princess Diaries,1,"['Comedy', 'Family', 'Romance']",8.1,10.0,2.0,10.0,10,10,"['Comedy', 'Family', 'Romance']",3,comedy family romance,37,205,2.3978952727983707,2.3978952727983707
A little boy & a little girl meet while on vacation in Europe. Years later their path cross and a promise is rekindled.,joy,The Promise,The Promise,1,"['Drama', 'Romance']",9.590909090909092,10.0,7.0,10.0,88,22,"['Drama', 'Romance']",2,drama romance,23,119,4.48863636973214,3.1354942159291497
"Based on the novel by best selling author, Jodi Ellen Malpas.",joy,The Protector,The Protector,1,"['Action', 'Crime', 'Drama', 'Thriller']",4.0,4.0,4.0,4.0,4,2,"['Action', 'Crime', 'Drama', 'Thriller']",4,action crime drama thriller,11,61,1.6094379124341003,1.0986122886681098
"On the last day of the People Power Revolution in the Philippines in February 1986, 10-year-old Lucas Munozca finds himself swept up into a euphoric crowd that has entered the grounds of ...                See full summary »",joy,The Red Shoes,The Red Shoes,1,"['Drama', 'Romance']",5.769230769230769,6.0,3.0,9.0,26,13,"['Drama', 'Romance']",2,drama romance,37,224,3.295836866004329,2.6390573296152584
Two boxers compete for the love of a woman.,joy,The Ring,The Ring,1,['Drama'],8.166666666666666,8.5,5.0,10.0,36,12,['Drama'],1,drama,9,43,3.6109179126442243,2.5649493574615367
Seven close friends reunite for the wedding of two of their friends. Problems arise because the bride and the maid of honor have had a long rivalry over the groom.,joy,The Romantics,The Romantics,1,"['Comedy', 'Drama', 'Romance']",4.555555555555555,5.0,3.0,6.0,9,9,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,30,163,2.302585092994046,2.302585092994046
A comedy about a recently single guy who moves in with his womanizing brother who tries to teach him the guidelines on how to pick up girls and to stay away from love.,joy,The Rules of the Game,The Rules of the Game,1,"['Drama', 'Comedy', 'Romance']",5.083333333333333,5.0,2.0,9.0,12,12,"['Drama', 'Comedy', 'Romance']",3,drama comedy romance,33,167,2.5649493574615367,2.5649493574615367
"Faisal lives happily with his daughter and his mother as a single father. He is very serious about work when it is time, and his whole life is based on his daughter. However, when a new ...                See full summary »",joy,The Sacrifice,The Sacrifice,1,['Drama'],7.166666666666667,7.5,4.0,9.0,6,6,['Drama'],1,drama,41,223,1.9459101490553132,1.9459101490553132
"Fontaine is the London wife of Benjamin, a wealthy Arab businessman. She spends his money on her nightclub, ""The Hobo"", and partying. She hires a handsome manager, Tony, to run her club, ...                See full summary »",joy,The Stud,The Stud,1,"['Romance', 'Drama']",5.285714285714286,6.0,2.0,9.0,7,7,"['Romance', 'Drama']",2,romance drama,37,224,2.0794415416798357,2.0794415416798357
"Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip.",joy,The Sweetest Thing,The Sweetest Thing,1,"['Romance', 'Comedy']",7.3478260869565215,8.0,2.0,10.0,23,23,"['Romance', 'Comedy']",2,romance comedy,38,213,3.1780538303479458,3.1780538303479458
"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",joy,The Thin Man,The Thin Man,1,"['Comedy', 'Crime', 'Mystery']",7.071428571428571,7.5,3.0,9.0,14,14,"['Comedy', 'Crime', 'Mystery']",3,comedy crime mystery,19,108,2.70805020110221,2.70805020110221
Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.,joy,The Wedding Planner,The Wedding Planner,1,['Comedy'],5.857142857142857,6.5,2.0,10.0,14,14,['Comedy'],1,comedy,39,214,2.70805020110221,2.70805020110221
"Molly owns a quaint little sweet shop. Joel works for a gigantic candy company threatening to shut her down. How they meet, fall in love, break up and get back together is hilariously recounted in this rom-com spoof.",joy,They Came Together,They Came Together,1,['Comedy'],7.0,7.0,2.0,10.0,15,15,['Comedy'],1,comedy,38,216,2.772588722239781,2.772588722239781
"Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel.",joy,Three Men and a Little Lady,Three Men and a Little Lady,1,"['Comedy', 'Family']",7.375,8.5,3.0,10.0,16,16,"['Comedy', 'Family']",2,comedy family,33,206,2.833213344056216,2.833213344056216
"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.",joy,Thumbelina,Thumbelina,1,"['Animation', 'Drama', 'Family', 'Fantasy']",10.0,10.0,10.0,10.0,1,1,"['Animation', 'Drama', 'Family', 'Fantasy']",4,animation drama family fantasy,36,232,0.6931471805599453,0.6931471805599453
A silent film version of the Gershwin stage musical,joy,Tiptoes,Tiptoes,1,"['Comedy', 'Drama', 'Romance']",6.352941176470588,6.0,2.0,10.0,17,17,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,9,51,2.8903717578961645,2.8903717578961645
The story of a peculiar love triangle involving two brothers.,joy,Tiptoes,Tiptoes,1,"['Comedy', 'Drama', 'Romance']",6.352941176470588,6.0,2.0,10.0,17,17,"['Comedy', 'Drama', 'Romance']",3,comedy drama romance,10,61,2.8903717578961645,2.8903717578961645
A full-fledged comedy entertainer for the entire family. It is the story that goes on in a trip boat called 'Titanic' from Antarvedi to Amalapuram set against the backdrop of Godavari River...                See full summary »,joy,Titanic,Titanic,1,"['Drama', 'Romance', 'Thriller']",9.666666666666666,10.0,9.0,10.0,18,6,"['Drama', 'Romance', 'Thriller']",3,drama romance thriller,36,226,2.9444389791664403,1.9459101490553132
